V1,V2,V3,V4,V5,V6,V7,V8,V9,Class
0.01359571333111945,-1.5259322952549899,-0.18275535571442156,-0.8534994944095868,0.3391351791118816,-1.0537912936187852,1.862669382750924,0.4117697458107262,0.6662211047415212,0
-0.06087536774424159,-0.04900698698260953,0.7821941544384372,1.480466619875333,-2.0911230316528857,-0.14925035025829558,0.28419096079349104,1.4927073399609605,-0.10174867266557966,0
-0.9231807691812872,0.06676661339567061,-0.7610631509545353,-0.06648011125645971,-0.5575235105406074,0.3289026239263868,-0.24836630785120475,-0.3353096712080998,-1.169019676858707,0
-1.0022302213867986,-1.598944977046175,0.07468986354071427,0.6424573549395608,0.6405242802487099,0.051833797451934775,-2.65053934621761,0.20491097060596716,-0.30497575932483406,0
1.048334334548484,1.6011578073462902,-1.209472122464727,0.6272736484663857,-0.9979113374989919,-0.6490103653383251,-0.960622770747685,0.8090054969495751,-0.20110862605932328,0
2.0320503146553035,1.6080269943469034,0.6244125596352971,-2.0419223764799916,-0.5342817462314637,-1.3813373196628125,-2.1554271634797284,-0.26919135311101927,-0.4550114234731529,0
-0.883090500424851,-0.07322798426072989,0.12005349738796349,-0.25646509591885097,-1.4414611163692574,2.2411873930364257,1.1777220562742987,-0.6144153634632485,0.4392786422092351,0
-0.3964105111356913,1.307619418155399,2.3029389227097,-1.064882073251699,0.03222470240026254,-0.3989657084972677,-1.4655728787063813,-0.0410244144118271,1.1882120710137731,0
0.44899518596600896,-0.020174367340808123,0.4832902659725684,-0.5328997574648013,-0.06497263584354016,-0.4491640569175542,2.088783928535301,0.7544570403244001,0.39718632545824184,0
-1.0089048150345643,-1.5971362938573865,-1.114457992026803,-1.6406933739838467,-0.28044358168271294,1.2849583362025407,1.0000415166326049,0.04051924980911133,1.3072882008633273,0
-0.8449579999637438,-1.6528287467682223,1.7871611964385208,-2.039248637997842,-0.44742257756091036,-0.4846825132452542,-0.11389126657983582,0.723454937768768,0.3689091437736145,0
-0.5641609701607765,1.48276687590339,-0.25842351389458834,-1.5675136435911972,1.0960649161057165,-0.6783197352955499,0.6748272436151,-0.6422804384322578,0.6026195661907527,0
-0.8600601244489029,1.316202054897414,2.8409094876891716,-0.022110149346390346,0.3980180195998647,-0.7714153834127426,-1.0249963410987126,-0.24465450580340214,0.43370960966049626,0
-0.35342849170902274,1.5166610678378682,1.3054005825783428,0.22877352797334638,-0.2289406525762322,-1.0058837784062375,-0.2938130193562616,-0.5836307901703521,-0.9646515048110255,0
1.9757896168377118,-1.5366049169322107,1.0065589108705828,0.47785510687157895,-0.02741278686998207,0.5342576596995723,-1.7521302572376223,0.4844087146323947,-0.10457839802238399,0
-0.8051019836120661,-1.5405197649930031,0.13156330667737778,1.5509561600617823,-0.9439259742100725,-0.22137006009114568,1.4090529276115595,-0.3490273293965697,0.13114510490714337,0
-0.4079154072496835,1.4679732649598976,-1.076750736659571,0.25983917568687814,0.5167392388679074,1.845382682362221,0.3132975598334723,0.9740225510309914,-0.09566552262358208,0
-0.6228294833957123,1.5870312691452408,-0.6953432445120682,-0.5694067750562293,-1.581258991810674,0.15759435652694526,-0.7976330437383,-0.598506528733041,-0.8389472290798096,0
-0.5003402266310463,1.5379856795965756,-1.4775594577380342,-1.238027346651241,-0.1603756689455587,-0.018661473718990473,-1.7584694844715218,1.195284123674809,-0.4597524841797505,0
-0.6095727189518432,1.424342826310934,2.0187652033294654,0.173890611399855,0.027140299368667492,0.13676017646167937,0.8062668440342164,2.3304444893952407,-1.5551362650091451,0
8.783180456697728,0.2811061020719131,0.13639511643505725,-1.8900192796407882,1.4576286147248416,0.5685511126267411,1.2898635033079289,-0.4198035414746602,0.6088668979787627,0
1.9262726843860871,1.5292010571661194,0.6947047739185005,-0.11228745732091147,-1.96241518100902,0.6640331834450542,0.06473135625613279,0.374457813050394,0.3067725679292339,0
-0.9418495211905576,1.5318957009173568,-1.0336364563035116,-0.7124919031659976,2.418248823772947,-0.25373792031730596,0.27970917524273686,-0.5544299718077834,-0.5601045481626113,0
-0.8864569182516409,-0.056481378497019986,-0.48328793253168556,-0.35562227986469963,0.6669145618030607,-0.37328364997186825,0.5743588970268021,1.9199632238716258,-0.075488433013881,0
-0.762037852064433,-0.018609594307227514,-0.011909054334150286,-0.4505130914252893,-0.4029579749047088,-0.2388445944786984,1.7316827179982677,-0.03380953139444028,0.23325524165218908,0
-0.9072120541345517,-0.0008412379571307739,-0.6818814110016752,0.07392859003587633,0.07518468478169121,-0.22929206495193027,-0.26581232182798353,-0.10240891863601334,-0.16792611738133523,0
-0.9813246980754179,0.015134317811836273,-0.29923758956551066,0.9034476658972528,0.2732784497004609,-0.34280178873304623,1.8770607288693173,-0.7542845383413332,-0.22558252642750223,0
-0.6693458749069445,1.4132144226106425,1.1408634509358857,1.0378558992225098,0.8484188728393838,0.9467779325574596,-1.6418167982990943,0.6664673176104889,-1.1034735302748266,0
-0.7375148380803848,-1.5397028479574733,-1.3847348972813933,-1.0217634891280858,-1.1209919845575844,0.6926582560312169,0.021909846745392585,0.29301613278834177,0.816033915558168,0
-0.7321847415128738,-1.4979843082902515,-0.23305190836831993,-1.3450072919809848,0.6422236712516252,-0.27665240498602034,0.7630064780237892,-0.6439084416510558,-0.32478931234670866,0
4.164168833381106,-1.4710168532035424,-0.28142638342901577,-1.0068681707300906,1.2477158970115918,-0.027984590424269158,-1.1114096049474258,0.013779983741633077,1.5128167644265487,0
-0.7353195208032122,-1.4928369872332279,0.5539981474250091,-0.9803949802835215,0.36305432126475123,-1.3209924965337867,0.5556624613367075,-0.38800855277742125,-0.7433405093596651,0
-0.6490440889367605,-1.5437468844825422,-0.3965207375560262,-0.09145460794162459,-1.9018311489459234,0.044223296634350984,0.40975855217121926,1.395779890740724,0.15484422574569187,0
0.369920723069155,-1.468053964678908,-0.9802306161255313,-0.037189838965176046,0.5954710316938073,-0.48518996977917667,-0.7447276838919878,0.32897218967489855,-0.27237498588894754,0
-0.8342127653500573,-0.1639905620331289,-1.2963809919897076,1.7163981990413693,0.2939308582545887,1.6332169779932981,-0.9971066194324223,1.240021354626911,1.5344127770606812,0
-0.9491349038235506,-0.14700681899572568,-0.11253172211592177,-0.8032241202775188,0.5925190497923136,-1.35039559303067,1.4514341966604813,1.3710976421962238,1.9076597112475524,0
-0.6253656720859716,-1.4591870216360885,0.20498531605844633,0.4097692368662299,-0.7443727267077064,-0.8341063978011807,-0.017717062327810496,-0.2461555655642834,-1.1703251053252293,0
4.175213473739295,1.425825163565034,2.1315484587098528,-0.12573797320774763,-0.6422903544343719,0.5287733963277754,-0.649053570623475,0.31001780835871723,1.9929466440725592,0
