V1,V2,V3,V4,V5,V6,V7,V8,V9
-0.5006121796357847,-0.21128940066080382,1.0293922147169794,0.7649880563574267,-0.944721325468897,1.7401370555750804,-0.14055758942925278,-0.5017438259857707,0.340135193288544
1.4950520305457202,-2.3924487235062055,-0.36356559733249105,-0.47773883182834276,0.3232799765791988,0.6448692880664869,0.41813345972714794,-0.008900295312404055,-0.7083150044567058
-1.6337270245836075,2.6001167567590193,-1.0789883450039708,2.444297550171677,-1.3114311550802045,-0.4338617529637649,0.29689204436661304,-0.2359240300499785,0.31086538075924414
-1.5972161381844663,0.8610487207094233,0.7356886263776143,-0.2851585230819635,0.5907136299217938,-0.008746783186819916,-1.6072174116474705,-0.5738494835376817,0.9848224958297301
-0.7480301716068692,0.9709750086329497,-1.283236833106722,0.24513261017066013,0.5456205250966913,0.23239839208116644,1.1639450985990887,-0.9281471173753609,0.4720625224581279
0.36615390513833623,0.9141985661274364,0.15757526160642726,-0.6820927641522647,2.0983886612891665,-1.2368349141439638,0.202477015632782,0.12746849200216406,0.6235267837186002
0.6508271777942345,-1.5900518682509077,-0.6061633763764688,-1.523494713808289,-0.8811918558485393,-0.5491879355938958,-0.7001009902553464,0.7587303270588407,-1.7512145713800902
-0.4474759476511001,-1.5547000708659833,0.8218607261577342,0.7780694334793827,0.1493232590473092,-0.38378700535781946,0.6655247628204424,-1.061832915000565,0.7069586819045832
1.1703562964170546,2.1720580341363025,0.3627171754817722,-0.48584363910335554,0.19328907647900856,-0.7152653907044388,0.5992425787698257,-0.2006760874863243,-0.06584238428295948
-0.3002048309451298,-0.6296058584219235,0.7766916040326041,0.8925438186805345,-1.9451330656727421,-0.5363184823933564,2.5841686844987812,-0.14887893225906262,-0.14319153938812554
-0.01235170818869077,0.37634326028883197,-1.1688804151367969,3.0120657780542057,-1.535084334493026,-0.0968838156374825,-1.6053020842251025,1.2460855002993847,-1.0911155704352251
0.6409533535156176,-1.9981266596000096,-0.9480522160143909,-0.10393686772665262,0.026026226589277283,-2.1610261686847463,-1.0241742258858837,-0.22604732169695405,-0.5235202269613946
0.03927244866921101,0.12927885010608997,-1.8755436040582165,1.7910237064204195,-0.5047648723893088,0.0003053641143909539,-1.4909286843974,1.389794710482604,-0.2335952828320188
-1.19846350009594,1.7002301222029788,-0.19825454161852488,-0.949813179320523,0.910110450695164,-0.7074821118212118,1.3458700289229102,2.3526032477148062,1.4589077506577706
1.2647334596436348,0.12087682986366356,0.13216688549032113,0.429060127848935,0.14230454509339185,-0.055667547544101637,1.3406972329668774,-0.914051333237188,2.157276005519906
-0.5947459648341857,-1.0777474244619845,-1.6922613452422743,-1.3416788537619142,0.4941763147657443,0.1725338151856157,1.009920794991237,-0.321724991750188,-1.0288872255753325
-1.2339157003505017,-1.2158279937111514,0.1789221597414004,0.7096504907895814,-0.6945815242648198,0.47393158111260153,1.5390142461695273,-0.37300577787375333,0.6872367942738618
0.6342442611789697,-1.3151806913529194,-1.3687019160578595,-1.20299278057119,0.017808488124023022,0.210490248476747,-0.21979951627028504,0.7369730487156785,0.919226518430804
-0.7361992244376278,1.7418634303798812,1.4288688898061896,0.9827773110400073,0.448529382723757,1.5567487738070136,-0.8308232404975338,1.0775191832616284,-0.7653671364604133
-0.6163717749862527,-1.2960389159831813,0.1463263365031725,0.573773069409988,-1.0839613633646696,-2.242375091992302,-1.5693446430779494,0.9580695928553403,0.976501498909301
0.47501889812185777,-0.7644094888090286,-1.5271155859961545,0.4707071724845695,0.04398522483245803,1.4506457216619277,-1.330840067159098,-0.22557321667565028,1.995165919347524
-0.2595777305268397,-0.11125534707441696,0.6557310663272278,-0.04291282795427111,-1.2166743235097504,1.2957505919048622,-0.14482006441818268,-0.792475821441518,-0.08520261330299457
0.34766482302342755,-1.672158720021279,-0.8015062891650413,1.898005955509167,-0.01220384557932293,-1.5036597512027572,-0.464399463671321,0.3645312857741054,-0.11423399098063985
-0.9265604071740426,-1.5945487269164162,-0.7520187387414841,-1.005692989138123,1.5017416327420623,-0.34380379256959925,0.17061185033364276,0.39018597032205454,-0.9748506213924233
-1.5104569083177775,-0.20314369413063707,1.5296973567024152,-0.6955795189490933,-0.00596205130890222,0.1881464361855451,0.592083135253826,-0.15040336053922707,0.01551491759811309
2.0132408306825416,-0.9468132342067301,2.366808209726267,-0.19867535831573227,0.7665013308250639,-0.1265182698480634,0.42855769299674756,-0.6874855641388186,0.02570873283824
-1.2962129461155827,0.6770342275104027,-1.3486594997004244,-1.5086840193318947,0.957011633599728,-0.7107894281951826,-0.5327628457124363,-0.8342973089903216,-0.26072759158728837
-0.9617953417053241,-2.065836077493432,0.2359091839109382,0.7940128943076391,2.1194778356985515,0.9738111730379468,-0.08708432225774597,-0.047606184321806945,-0.1291237489195361
0.3914041380454217,-1.142891256576021,-0.5452636293704102,-0.21502726883267884,-1.1519125972475928,2.2077735622019596,0.28673089255056416,0.9701171733450319,0.10605773537635041
-0.29943919805078106,-1.4746290226531924,-1.3100988876757738,-0.1730519267932835,0.1559996704684455,0.9178139133111043,-0.6240226251735662,0.6121404895041143,2.155338917976717
-1.297525431860587,-0.7268132576812214,1.7198664846830356,-1.0330585132796306,0.5633966192971643,-0.832023467374729,0.8009614818944059,-0.5234350745619666,1.0606511041429802
-1.2898217492843045,0.33966096052879335,-0.10880714377150284,1.7755519042922474,1.4510779738714363,0.6776571146102879,0.3918467787561748,-0.24200645633862045,-0.06725819744420078
-1.3416807158625594,0.17935373259087628,1.5702249153060013,-1.05015335615282,-0.6653254911364129,-0.22375544257915925,-0.38637534085905484,-0.4084770711162968,-1.6285026920341918
0.057093316570803965,-0.4804188054456813,-1.0452725032591914,1.0688812080223271,1.2455741881610534,1.466325435970511,-0.70204208899785,-0.923973751686414,-1.2099452072623684
-0.2503534662637413,-0.006162885137994679,0.6024711983302682,-0.8492899596116915,-1.9394897308219978,-0.43485025302683583,-1.310499530577491,-1.7864717247496764,-0.6145152127601098
-0.42682645005057585,1.4110954585966322,0.08844477008858981,-0.3209207458255521,1.0126409557876002,2.6519497365878517,0.2596626682544915,0.8053798752795283,-0.875053048364568
-0.2589228638582776,-1.8614788856488242,0.3761248252967187,0.287101800526697,-0.8537210660729593,-0.49403338813571096,0.4767660372994188,1.7084161816589662,0.7156843141779763
